deltaX,0.1
forward_error,central_error
deltaX,0.01
forward_error,central_error
deltaX,0.001
forward_error,central_error
deltaX,0.0001
forward_error,central_error
deltaX,1e-05
forward_error,central_error
deltaX,0.1
forward_error,central_error
deltaX,0.01
forward_error,central_error
deltaX,0.001
forward_error,central_error
deltaX,0.0001
forward_error,central_error
deltaX,1e-05
forward_error,central_error
deltaX,0.1
forward_error,central_error
0.03,0.03
0.12,0.03
0.21,0.03
0.3,0.03
0.39,0.03
0.48,0.03
0.57,0.03
0.66,0.03
0.75,0.03
0.84,0.03
0.93,0.03
deltaX,0.01
forward_error,central_error
0.0003,0.0003
0.0012,0.0003
0.0021,0.0003
0.003,0.0003
0.0039,0.0003
0.0048,0.0003
0.0057,0.0003
0.0066,0.0003
0.0075,0.0003
0.0084,0.0003
0.0093,0.0003
0.0102,0.0003
0.0111,0.0003
0.012,0.0003
0.0129,0.0003
0.0138,0.0003
0.0147,0.0003
0.0156,0.0003
0.0165,0.0003
0.0174,0.0003
0.0183,0.0003
0.0192,0.0003
0.0201,0.0003
0.021,0.0003
0.0219,0.0003
0.0228,0.0003
0.0237,0.0003
0.0246,0.0003
0.0255,0.0003
0.0264,0.0003
0.0273,0.0003
0.0282,0.0003
0.0291,0.0003
0.03,0.0003
0.0309,0.0003
0.0318,0.0003
0.0327,0.0003
0.0336,0.0003
0.0345,0.0003
0.0354,0.0003
0.0363,0.0003
0.0372,0.0003
0.0381,0.0003
0.039,0.0003
0.0399,0.0003
0.0408,0.0003
0.0417,0.0003
0.0426,0.0003
0.0435,0.0003
0.0444,0.0003
0.0453,0.0003
0.0462,0.0003
0.0471,0.0003
0.048,0.0003
0.0489,0.0003
0.0498,0.0003
0.0507,0.0003
0.0516,0.0003
0.0525,0.0003
0.0534,0.0003
0.0543,0.0003
0.0552,0.0003
0.0561,0.0003
0.057,0.0003
0.0579,0.0003
0.0588,0.0003
0.0597,0.0003
0.0606,0.0003
0.0615,0.0003
0.0624,0.0003
0.0633,0.0003
0.0642,0.0003
0.0651,0.0003
0.066,0.0003
0.0669,0.0003
